country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Antigua and Barbuda,2000,male,15-24 years,,5783,,"830,158,778"
Antigua and Barbuda,2000,male,25-34 years,,7177,,"830,158,778"
Antigua and Barbuda,2000,male,5-14 years,,7973,,"830,158,778"
Antigua and Barbuda,2000,male,75+ years,,938,,"830,158,778"
Antigua and Barbuda,2001,male,35-54 years,2,10281,,"800,740,259"
Antigua and Barbuda,2001,female,15-24 years,,6902,,"800,740,259"
Antigua and Barbuda,2001,female,25-34 years,,8425,,"800,740,259"
Antigua and Barbuda,2001,female,35-54 years,,11402,,"800,740,259"
Antigua and Barbuda,2001,female,5-14 years,,8428,,"800,740,259"
Antigua and Barbuda,2001,female,55-74 years,,4037,,"800,740,259"
Antigua and Barbuda,2001,female,75+ years,,1487,,"800,740,259"
Antigua and Barbuda,2001,male,15-24 years,,6084,,"800,740,259"
Antigua and Barbuda,2001,male,25-34 years,,7071,,"800,740,259"
Antigua and Barbuda,2001,male,5-14 years,,7958,,"800,740,259"
Antigua and Barbuda,2001,male,55-74 years,,3442,,"800,740,259"
Antigua and Barbuda,2001,male,75+ years,,980,,"800,740,259"
Antigua and Barbuda,2002,female,15-24 years,,7196,,"814,615,333"
Antigua and Barbuda,2002,female,25-34 years,,8155,,"814,615,333"
Antigua and Barbuda,2002,female,35-54 years,,11760,,"814,615,333"
Antigua and Barbuda,2002,female,5-14 years,,8408,,"814,615,333"
Antigua and Barbuda,2002,female,55-74 years,,4050,,"814,615,333"
Antigua and Barbuda,2002,female,75+ years,,1547,,"814,615,333"
Antigua and Barbuda,2002,male,15-24 years,,6416,,"814,615,333"
Antigua and Barbuda,2002,male,25-34 years,,6921,,"814,615,333"
Antigua and Barbuda,2002,male,35-54 years,,10604,,"814,615,333"
Antigua and Barbuda,2002,male,5-14 years,,7980,,"814,615,333"
Antigua and Barbuda,2002,male,55-74 years,,3527,,"814,615,333"
Antigua and Barbuda,2002,male,75+ years,,1024,,"814,615,333"
Antigua and Barbuda,2003,male,55-74 years,1,3594,,"855,643,111"
Antigua and Barbuda,2003,female,15-24 years,,7454,,"855,643,111"
Antigua and Barbuda,2003,female,25-34 years,,7831,,"855,643,111"
Antigua and Barbuda,2003,female,35-54 years,,12129,,"855,643,111"
Antigua and Barbuda,2003,female,5-14 years,,8423,,"855,643,111"
Antigua and Barbuda,2003,female,55-74 years,,4054,,"855,643,111"
Antigua and Barbuda,2003,female,75+ years,,1583,,"855,643,111"
Antigua and Barbuda,2003,male,15-24 years,,6730,,"855,643,111"
Antigua and Barbuda,2003,male,25-34 years,,6734,,"855,643,111"
Antigua and Barbuda,2003,male,35-54 years,,10997,,"855,643,111"
Antigua and Barbuda,2003,male,5-14 years,,8061,,"855,643,111"
Antigua and Barbuda,2003,male,75+ years,,1068,,"855,643,111"
Antigua and Barbuda,2004,male,55-74 years,1,3665,,"919,577,148"
Antigua and Barbuda,2004,male,35-54 years,1,11406,,"919,577,148"
Antigua and Barbuda,2004,female,15-24 years,,7648,,"919,577,148"
Antigua and Barbuda,2004,female,25-34 years,,7531,,"919,577,148"
Antigua and Barbuda,2004,female,35-54 years,,12492,,"919,577,148"
Antigua and Barbuda,2004,female,5-14 years,,8488,,"919,577,148"
Antigua and Barbuda,2004,female,55-74 years,,4088,,"919,577,148"
Antigua and Barbuda,2004,female,75+ years,,1590,,"919,577,148"
Antigua and Barbuda,2004,male,15-24 years,,6968,,"919,577,148"
Antigua and Barbuda,2004,male,25-34 years,,6556,,"919,577,148"
Antigua and Barbuda,2004,male,5-14 years,,8196,,"919,577,148"
Antigua and Barbuda,2004,male,75+ years,,1094,,"919,577,148"
Antigua and Barbuda,2005,female,15-24 years,,7780,,"1,022,191,296"
Antigua and Barbuda,2005,female,25-34 years,,7327,,"1,022,191,296"
Antigua and Barbuda,2005,female,35-54 years,,12835,,"1,022,191,296"
Antigua and Barbuda,2005,female,5-14 years,,8584,,"1,022,191,296"
Antigua and Barbuda,2005,female,55-74 years,,4157,,"1,022,191,296"
Antigua and Barbuda,2005,female,75+ years,,1575,,"1,022,191,296"
Antigua and Barbuda,2005,male,15-24 years,,7113,,"1,022,191,296"
Antigua and Barbuda,2005,male,25-34 years,,6444,,"1,022,191,296"
Antigua and Barbuda,2005,male,35-54 years,,11778,,"1,022,191,296"
Antigua and Barbuda,2005,male,5-14 years,,8358,,"1,022,191,296"
Antigua and Barbuda,2005,male,55-74 years,,3748,,"1,022,191,296"
Antigua and Barbuda,2005,male,75+ years,,1110,,"1,022,191,296"
Antigua and Barbuda,2006,female,15-24 years,,7902,,"1,157,005,444"
Antigua and Barbuda,2006,female,25-34 years,,7098,,"1,157,005,444"
Antigua and Barbuda,2006,female,35-54 years,,13374,,"1,157,005,444"
Antigua and Barbuda,2006,female,5-14 years,,8571,,"1,157,005,444"
Antigua and Barbuda,2006,female,55-74 years,,4256,,"1,157,005,444"
Antigua and Barbuda,2006,female,75+ years,,1573,,"1,157,005,444"
Antigua and Barbuda,2006,male,15-24 years,,7239,,"1,157,005,444"
Antigua and Barbuda,2006,male,25-34 years,,6319,,"1,157,005,444"
Antigua and Barbuda,2006,male,35-54 years,,12202,,"1,157,005,444"
Antigua and Barbuda,2006,male,5-14 years,,8485,,"1,157,005,444"
Antigua and Barbuda,2006,male,55-74 years,,3847,,"1,157,005,444"
Antigua and Barbuda,2006,male,75+ years,,1107,,"1,157,005,444"
Antigua and Barbuda,2007,male,35-54 years,1,12530,,"1,311,401,333"
Antigua and Barbuda,2007,female,15-24 years,,8013,,"1,311,401,333"
Antigua and Barbuda,2007,female,25-34 years,,6962,,"1,311,401,333"
Antigua and Barbuda,2007,female,35-54 years,,13860,,"1,311,401,333"
Antigua and Barbuda,2007,female,5-14 years,,8555,,"1,311,401,333"
Antigua and Barbuda,2007,female,55-74 years,,4400,,"1,311,401,333"
Antigua and Barbuda,2007,female,75+ years,,1568,,"1,311,401,333"
Antigua and Barbuda,2007,male,15-24 years,,7330,,"1,311,401,333"
Antigua and Barbuda,2007,male,25-34 years,,6267,,"1,311,401,333"
Antigua and Barbuda,2007,male,5-14 years,,8564,,"1,311,401,333"
Antigua and Barbuda,2007,male,55-74 years,,3988,,"1,311,401,333"
Antigua and Barbuda,2007,male,75+ years,,1094,,"1,311,401,333"
Antigua and Barbuda,2008,female,15-24 years,,8108,,"1,368,431,037"
Antigua and Barbuda,2008,female,25-34 years,,6910,,"1,368,431,037"
Antigua and Barbuda,2008,female,35-54 years,,14278,,"1,368,431,037"
Antigua and Barbuda,2008,female,5-14 years,,8537,,"1,368,431,037"
Antigua and Barbuda,2008,female,55-74 years,,4587,,"1,368,431,037"
Antigua and Barbuda,2008,female,75+ years,,1567,,"1,368,431,037"
Antigua and Barbuda,2008,male,15-24 years,,7404,,"1,368,431,037"
Antigua and Barbuda,2008,male,25-34 years,,6274,,"1,368,431,037"
Antigua and Barbuda,2008,male,35-54 years,,12782,,"1,368,431,037"
Antigua and Barbuda,2008,male,5-14 years,,8599,,"1,368,431,037"
Antigua and Barbuda,2008,male,55-74 years,,4158,,"1,368,431,037"
Antigua and Barbuda,2008,male,75+ years,,1069,,"1,368,431,037"
Antigua and Barbuda,2009,female,15-24 years,,8199,,"1,224,253,000"
Antigua and Barbuda,2009,female,25-34 years,,6917,,"1,224,253,000"
Antigua and Barbuda,2009,female,35-54 years,,14629,,"1,224,253,000"
Antigua and Barbuda,2009,female,5-14 years,,8514,,"1,224,253,000"
Antigua and Barbuda,2009,female,55-74 years,,4793,,"1,224,253,000"
Antigua and Barbuda,2009,female,75+ years,,1571,,"1,224,253,000"
Antigua and Barbuda,2009,male,15-24 years,,7489,,"1,224,253,000"
Antigua and Barbuda,2009,male,25-34 years,,6325,,"1,224,253,000"
Antigua and Barbuda,2009,male,35-54 years,,12978,,"1,224,253,000"
Antigua and Barbuda,2009,male,5-14 years,,8599,,"1,224,253,000"
Antigua and Barbuda,2009,male,55-74 years,,4349,,"1,224,253,000"
Antigua and Barbuda,2009,male,75+ years,,1042,,"1,224,253,000"
Antigua and Barbuda,2012,female,15-24 years,,8435,0.781,"1,211,411,704"
Antigua and Barbuda,2012,female,25-34 years,,7215,0.781,"1,211,411,704"
Antigua and Barbuda,2012,female,35-54 years,,15193,0.781,"1,211,411,704"
Antigua and Barbuda,2012,female,5-14 years,,8401,0.781,"1,211,411,704"
Antigua and Barbuda,2012,female,55-74 years,,5512,0.781,"1,211,411,704"
Antigua and Barbuda,2012,female,75+ years,,1625,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,15-24 years,,7893,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,25-34 years,,6629,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,35-54 years,,13280,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,5-14 years,,8475,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,55-74 years,,4994,0.781,"1,211,411,704"
Antigua and Barbuda,2012,male,75+ years,,1051,0.781,"1,211,411,704"
Antigua and Barbuda,2013,female,15-24 years,,8494,0.781,"1,192,925,407"
Antigua and Barbuda,2013,female,25-34 years,,7397,0.781,"1,192,925,407"
Antigua and Barbuda,2013,female,35-54 years,,15236,0.781,"1,192,925,407"
Antigua and Barbuda,2013,female,5-14 years,,8353,0.781,"1,192,925,407"
Antigua and Barbuda,2013,female,55-74 years,,5787,0.781,"1,192,925,407"
Antigua and Barbuda,2013,female,75+ years,,1652,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,15-24 years,Null,8061,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,25-34 years,,6782,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,35-54 years,,13302,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,5-14 years,,8405,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,55-74 years,,5238,0.781,"1,192,925,407"
Antigua and Barbuda,2013,male,75+ years,,1072,0.781,"1,192,925,407"
Antigua and Barbuda,2014,female,15-24 years,,8537,0.783,"1,280,133,333"
Antigua and Barbuda,2014,female,25-34 years,,7578,0.783,"1,280,133,333"
Antigua and Barbuda,2014,female,35-54 years,,15273,0.783,"1,280,133,333"
Antigua and Barbuda,2014,female,5-14 years,,8296,0.783,"1,280,133,333"
Antigua and Barbuda,2014,female,55-74 years,,6085,0.783,"1,280,133,333"
Antigua and Barbuda,2014,female,75+ years,,1686,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,15-24 years,,8208,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,25-34 years,,6928,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,35-54 years,,13325,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,5-14 years,,8335,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,55-74 years,,5503,0.783,"1,280,133,333"
Antigua and Barbuda,2014,male,75+ years,,1083,0.783,"1,280,133,333"
Antigua and Barbuda,2015,female,55-74 years,1,6403,,"1,364,863,037"
Antigua and Barbuda,2015,female,15-24 years,,8561,,"1,364,863,037"
Antigua and Barbuda,2015,female,25-34 years,,7740,,"1,364,863,037"
Antigua and Barbuda,2015,female,35-54 years,,15323,,"1,364,863,037"
Antigua and Barbuda,2015,female,5-14 years,,8239,,"1,364,863,037"
Antigua and Barbuda,2015,female,75+ years,,1724,,"1,364,863,037"
Antigua and Barbuda,2015,male,15-24 years,,8331,,"1,364,863,037"
Antigua and Barbuda,2015,male,25-34 years,,7059,,"1,364,863,037"
Antigua and Barbuda,2015,male,35-54 years,,13370,,"1,364,863,037"
Antigua and Barbuda,2015,male,5-14 years,,8268,,"1,364,863,037"
Antigua and Barbuda,2015,male,55-74 years,,5784,,"1,364,863,037"
Antigua and Barbuda,2015,male,75+ years,,1087,,"1,364,863,037"
Argentina,1985,male,75+ years,22,363000,0.694,"88,416,668,900"
Argentina,1985,male,55-74 years,485,1997000,0.694,"88,416,668,900"
Argentina,1985,male,35-54 years,414,3346300,0.694,"88,416,668,900"
Argentina,1985,female,55-74 years,21,2304000,0.694,"88,416,668,900"
Argentina,1985,male,25-34 years,177,2234200,0.694,"88,416,668,900"
Argentina,1985,female,75+ years,41,537000,0.694,"88,416,668,900"
Argentina,1985,male,15-24 years,156,2415200,0.694,"88,416,668,900"
Argentina,1985,female,35-54 years,142,3355300,0.694,"88,416,668,900"
Argentina,1985,female,25-34 years,65,2185200,0.694,"88,416,668,900"
Argentina,1985,female,15-24 years,69,2354200,0.694,"88,416,668,900"
Argentina,1985,male,5-14 years,16,3044200,0.694,"88,416,668,900"
Argentina,1985,female,5-14 years,11,2955200,0.694,"88,416,668,900"
Argentina,1986,male,75+ years,23,365000,,"110,934,442,763"
Argentina,1986,male,55-74 years,53,2008300,,"110,934,442,763"
Argentina,1986,male,35-54 years,478,3365200,,"110,934,442,763"
Argentina,1986,male,25-34 years,29,2246900,,"110,934,442,763"
Argentina,1986,female,75+ years,48,540200,,"110,934,442,763"
Argentina,1986,female,55-74 years,21,2317100,,"110,934,442,763"
Argentina,1986,male,15-24 years,186,2428900,,"110,934,442,763"
Argentina,1986,female,35-54 years,188,3374300,,"110,934,442,763"
Argentina,1986,female,25-34 years,96,2197600,,"110,934,442,763"
Argentina,1986,female,15-24 years,11,2367600,,"110,934,442,763"
Argentina,1986,male,5-14 years,1,3061400,,"110,934,442,763"
Argentina,1986,female,5-14 years,7,2971900,,"110,934,442,763"
Argentina,1987,male,75+ years,2,369800,,"111,106,191,358"
Argentina,1987,male,55-74 years,532,2034500,,"111,106,191,358"
Argentina,1987,male,35-54 years,482,3409100,,"111,106,191,358"
Argentina,1987,female,75+ years,57,547000,,"111,106,191,358"
Argentina,1987,female,55-74 years,224,2347300,,"111,106,191,358"
Argentina,1987,male,25-34 years,192,2276200,,"111,106,191,358"
Argentina,1987,male,15-24 years,179,2460600,,"111,106,191,358"
Argentina,1987,female,35-54 years,29,3418300,,"111,106,191,358"
Argentina,1987,female,25-34 years,89,2226200,,"111,106,191,358"
Argentina,1987,female,15-24 years,93,2398400,,"111,106,191,358"
Argentina,1987,male,5-14 years,15,3101300,,"111,106,191,358"
Argentina,1987,female,5-14 years,14,3010700,,"111,106,191,358"
Argentina,1988,male,75+ years,216,392000,,"126,206,817,196"
Argentina,1988,male,55-74 years,55,2079000,,"126,206,817,196"
Argentina,1988,male,35-54 years,477,3503000,,"126,206,817,196"
Argentina,1988,female,75+ years,61,602000,,"126,206,817,196"
Argentina,1988,female,55-74 years,233,2412000,,"126,206,817,196"
Argentina,1988,male,25-34 years,215,2276000,,"126,206,817,196"
Argentina,1988,male,15-24 years,211,2524000,,"126,206,817,196"
Argentina,1988,female,35-54 years,198,3508000,,"126,206,817,196"
Argentina,1988,female,15-24 years,11,2459000,,"126,206,817,196"
Argentina,1988,female,25-34 years,61,2228000,,"126,206,817,196"
Argentina,1988,male,5-14 years,2,3210000,,"126,206,817,196"
Argentina,1988,female,5-14 years,11,3115000,,"126,206,817,196"
Argentina,1989,male,75+ years,28,400000,,"76,636,898,036"
Argentina,1989,male,55-74 years,548,2105000,,"76,636,898,036"
Argentina,1989,male,35-54 years,462,3561000,,"76,636,898,036"
Argentina,1989,female,75+ years,65,622000,,"76,636,898,036"
Argentina,1989,male,25-34 years,219,2287000,,"76,636,898,036"
Argentina,1989,female,55-74 years,21,2446000,,"76,636,898,036"
Argentina,1989,male,15-24 years,186,2575000,,"76,636,898,036"
Argentina,1989,female,35-54 years,166,3563000,,"76,636,898,036"
Argentina,1989,female,25-34 years,83,2240000,,"76,636,898,036"
Argentina,1989,female,15-24 years,8,2509000,,"76,636,898,036"
Argentina,1989,male,5-14 years,18,3245000,,"76,636,898,036"
Argentina,1989,female,5-14 years,11,3149000,,"76,636,898,036"
Argentina,1990,male,75+ years,226,411100,0.705,"141,352,368,715"
Argentina,1990,male,55-74 years,52,2128000,0.705,"141,352,368,715"
Argentina,1990,male,35-54 years,439,3619000,0.705,"141,352,368,715"
Argentina,1990,female,75+ years,61,643000,0.705,"141,352,368,715"
Argentina,1990,male,25-34 years,182,2297000,0.705,"141,352,368,715"
Argentina,1990,female,55-74 years,19,2477000,0.705,"141,352,368,715"
Argentina,1990,male,15-24 years,174,2635000,0.705,"141,352,368,715"
Argentina,1990,female,35-54 years,163,3622000,0.705,"141,352,368,715"
Argentina,1990,female,15-24 years,91,2568000,0.705,"141,352,368,715"
Argentina,1990,female,25-34 years,76,2251000,0.705,"141,352,368,715"
Argentina,1990,male,5-14 years,22,3269000,0.705,"141,352,368,715"
Argentina,1990,female,5-14 years,14,3171000,0.705,"141,352,368,715"
Argentina,1991,male,75+ years,184,396000,,"189,719,984,268"
Argentina,1991,male,55-74 years,449,2130000,,"189,719,984,268"
Argentina,1991,male,35-54 years,398,3580000,,"189,719,984,268"
Argentina,1991,male,25-34 years,214,2277000,,"189,719,984,268"
Argentina,1991,female,75+ years,5,658000,,"189,719,984,268"
Argentina,1991,female,55-74 years,169,2508000,,"189,719,984,268"
Argentina,1991,male,15-24 years,179,2738000,,"189,719,984,268"
Argentina,1991,female,35-54 years,133,3691000,,"189,719,984,268"
Argentina,1991,female,25-34 years,77,2310000,,"189,719,984,268"
Argentina,1991,female,15-24 years,61,2689000,,"189,719,984,268"
Argentina,1991,male,5-14 years,28,3369000,,"189,719,984,268"
Argentina,1991,female,5-14 years,9,3277000,,"189,719,984,268"
Argentina,1992,male,75+ years,194,404900,,"228,788,617,202"
Argentina,1992,male,55-74 years,5,2150500,,"228,788,617,202"
Argentina,1992,male,35-54 years,488,3616600,,"228,788,617,202"
Argentina,1992,male,25-34 years,227,2306200,,"228,788,617,202"
Argentina,1992,male,15-24 years,249,2834100,,"228,788,617,202"
Argentina,1992,female,75+ years,46,678000,,"228,788,617,202"
Argentina,1992,female,55-74 years,147,2538400,,"228,788,617,202"
Argentina,1992,female,35-54 years,14,3755500,,"228,788,617,202"
Argentina,1992,female,25-34 years,79,2329100,,"228,788,617,202"
Argentina,1992,female,15-24 years,79,2783500,,"228,788,617,202"
Argentina,1992,male,5-14 years,22,3371800,,"228,788,617,202"
Argentina,1992,female,5-14 years,13,3276800,,"228,788,617,202"
Argentina,1993,male,75+ years,229,413600,,"236,741,715,015"
Argentina,1993,male,55-74 years,52,2171500,,"236,741,715,015"
Argentina,1993,male,35-54 years,495,3672300,,"236,741,715,015"
Argentina,1993,male,25-34 years,233,2336300,,"236,741,715,015"
Argentina,1993,female,75+ years,58,698400,,"236,741,715,015"
Argentina,1993,male,15-24 years,235,2932300,,"236,741,715,015"
Argentina,1993,female,55-74 years,126,2568300,,"236,741,715,015"
Argentina,1993,female,35-54 years,144,3820400,,"236,741,715,015"
Argentina,1993,female,25-34 years,76,2347800,,"236,741,715,015"
Argentina,1993,female,15-24 years,73,2879300,,"236,741,715,015"
Argentina,1993,male,5-14 years,25,3367500,,"236,741,715,015"
Argentina,1993,female,5-14 years,16,3269800,,"236,741,715,015"
Argentina,1994,male,75+ years,192,423100,,"257,440,000,000"
Argentina,1994,male,55-74 years,59,2192500,,"257,440,000,000"
Argentina,1994,male,35-54 years,527,3729600,,"257,440,000,000"
Argentina,1994,male,25-34 years,226,2369000,,"257,440,000,000"
Argentina,1994,male,15-24 years,25,3027200,,"257,440,000,000"
Argentina,1994,female,55-74 years,135,2597400,,"257,440,000,000"
Argentina,1994,female,75+ years,34,719700,,"257,440,000,000"
Argentina,1994,female,35-54 years,16,3885600,,"257,440,000,000"
Argentina,1994,female,15-24 years,98,2971300,,"257,440,000,000"
Argentina,1994,female,25-34 years,72,2369900,,"257,440,000,000"
Argentina,1994,male,5-14 years,27,3363000,,"257,440,000,000"
Argentina,1994,female,5-14 years,11,3262900,,"257,440,000,000"
Argentina,1995,male,75+ years,19,433800,0.731,"258,031,750,000"
Argentina,1995,male,55-74 years,515,2214000,0.731,"258,031,750,000"
Argentina,1995,male,35-54 years,485,3787800,0.731,"258,031,750,000"
Argentina,1995,male,25-34 years,218,2404900,0.731,"258,031,750,000"
Argentina,1995,male,15-24 years,277,3112100,0.731,"258,031,750,000"
Argentina,1995,female,75+ years,49,742200,0.731,"258,031,750,000"
Argentina,1995,female,55-74 years,134,2625900,0.731,"258,031,750,000"
